string_id	string_id_alias	uniprot_alias
4822	4932.YMR295C	YMR295C	YM8V
4823	4932.YMR296C	SPT1	SPT1
4824	4932.YMR297W	PRC1	CPY
4825	4932.YMR298W	LIP1	LIP1
4826	4932.YMR299C	DYN3	DYN3
4827	4932.YMR300C	ADE4	PUR1
4828	4932.YMR301C	MDY	MDY
4829	4932.YMR302C	YME2	YME2
4830	4932.YMR303C	ADH2	ADH2
4831	4932.YMR304C-A	YMR304C-A	YM304
4832	4932.YMR304W	UBP15	UBP15
4833	4932.YMR305C	SCW10	SCW10
4834	4932.YMR306C-A	YMR306C-A	YM306
4835	4932.YMR306W	FKS3	FKS3
4836	4932.YMR307C-A	YMR307C-A	YM307
4837	4932.YMR307W	GAS1	GAS1
4838	4932.YMR308C	PSE1	IMB3
4839	4932.YMR309C	NIP1	EIF3C
4840	4932.YMR310C	YMR310C	YM91
4841	4932.YMR311C	GLC8	GLC8
4842	4932.YMR312W	HAP3	HAP3
4843	4932.YMR313C	TGL3	TGL3
4844	4932.YMR314W	PRE5	PSA6
4845	4932.YMR315W	YMR315W	YM94
4846	4932.YMR316C-A	YMR316C-A	YM16A
4847	4932.YMR316C-B	YMR316C-B	YM316
4848	4932.YMR316W	DIA1	DIA1
4849	4932.YMR318C	ADH6	ADH6
4850	4932.YMR319C	FET4	FET4
4851	4932.YMR321C	YMR321C	YM99
4852	4932.YMR322C	SNO4	SNO4
4853	4932.YMR323W	ERR3	ERR3
4854	4932.YMR324C	YMR324C	YM9B
4855	4932.YMR325W	PAU19	PAU19
4856	4932.YNL001W	DOM34	DOM34
4857	4932.YNL002C	RPL7	RLP7
4858	4932.YNL003C	SAM5	SAM5
4859	4932.YNL004W	HRB1	HRB1
4860	4932.YNL005C	MRPL2	RM02
4861	4932.YNL006W	LST8	LST8
4862	4932.YNL007C	SIS1	SIS1
4863	4932.YNL008C	ASI3	ASI3
4864	4932.YNL009W	IDP3	IDHH
4865	4932.YNL010W	YNL010W	PYP1
4866	4932.YNL011C	YNL011C	YNB1
4867	4932.YNL012W	SPO1	SPO1
4868	4932.YNL013C	YNL013C	YNB3
4869	4932.YNL014W	HEF3	EF3B
4870	4932.YNL015W	PBI2	IPB2
4871	4932.YNL016W	RNP1	RNP1
4872	4932.YNL017C	YNL017C	YNB7
4873	4932.YNL018C	YNL018C	YNB8
4874	4932.YNL019C	YNL019C	YNB9
4875	4932.YNL020C	ARK1	ARK1
4876	4932.YNL021W	HDA1	HDA1
4877	4932.YNL022C	RCM1	RCM1
4878	4932.YNL023C	FAP1	FAP1
4879	4932.YNL024C	EFM6	EFM6
4880	4932.YNL024C-A	KSH1	KISH
4881	4932.YNL025C	SSN8	SSN8
4882	4932.YNL026W	SAM50	SAM50
4883	4932.YNL027W	CRZ1	CRZ1
4884	4932.YNL028W	YNL028W	YNC8
4885	4932.YNL029C	KTR5	KTR5
4886	4932.YNL031C	HHT2	H3
4887	4932.YNL032W	SIW14	SIW14
4888	4932.YNL033W	YNL033W	YND3
4889	4932.YNL034W	YNL034W	YND4
4890	4932.YNL035C	YNL035C	YND5
4891	4932.YNL036W	NCE103	CAN
4892	4932.YNL037C	IDH1	IDH1
4893	4932.YNL038W	GPI15	GPI15
4894	4932.YNL039W	TFC7	TFC7
4895	4932.YNL040W	YNL040W	YNE0
4896	4932.YNL041C	COG6	COG6
4897	4932.YNL042W	BOP3	BOP3
4898	4932.YNL043C	YNL043C	YNE3
4899	4932.YNL044W	YIP3	PRA1
4900	4932.YNL045W	LAP2	LKHA4
4901	4932.YNL046W	YNL046W	YNE6
4902	4932.YNL047C	SLM2	SLM2
4903	4932.YNL048W	ALG11	ALG11
4904	4932.YNL049C	SFB2	SFB2
4905	4932.YNL050C	YNL050C	YNF0
4906	4932.YNL051W	COG5	COG5
4907	4932.YNL052W	COX5A	COX5A
4908	4932.YNL053W	MSG5	MSG5
4909	4932.YNL054W	YNL054W	VAC7
4910	4932.YNL054W-A	YNL054W-A	YN12A
4911	4932.YNL055C	POR1	VDAC1
4912	4932.YNL056W	OCA2	OCA2
4913	4932.YNL057W	YNL057W	YNF7
4914	4932.YNL058C	YNL058C	YNF8
4915	4932.YNL059C	ARP5	ARP5
4916	4932.YNL061W	NOP2	NOP2
4917	4932.YNL062C	GCD10	TRM6
4918	4932.YNL063W	MTQ1	MTQ1
4919	4932.YNL064C	YDJ1	MAS5
4920	4932.YNL065W	AQR1	AQR1
4921	4932.YNL066W	SUN4	SUN4
4922	4932.YNL067W	YNL067W	YL11
4923	4932.YNL067W-A	YNL067W-A	YN67A
4924	4932.YNL067W-B	YNL067W-A	YN67B
4925	4932.YNL068C	FKH2	FKH2
4926	4932.YNL069C	RPL21B	YL15
4927	4932.YNL070W	TOM7	TOM7
4928	4932.YNL071W	LAT1	ODP2
4929	4932.YNL072W	RNH201	RNH2A
4930	4932.YNL073W	MSK1	SYKM
4931	4932.YNL074C	MLF3	MLF3
4932	4932.YNL075W	IMP4	IMP4
4933	4932.YNL076W	MKS1	MKS1
4934	4932.YNL077W	APJ1	APJ1
4935	4932.YNL078W	NIS1	NIS1
4936	4932.YNL079C	TPM1	TPM1
4937	4932.YNL080C	EOS1	EOS1
4938	4932.YNL081C	SWS2	SWS2
4939	4932.YNL082W	PMS1	PMS1
4940	4932.YNL083W	SAL1	CMC1
4941	4932.YNL084C	END3	END3
4942	4932.YNL085W	MKT1	MKT1
4943	4932.YNL086W	SNN1	SNAPN
4944	4932.YNL087W	TCB2	TCB2
4945	4932.YNL088W	TOP2	TOP2
4946	4932.YNL089C	YNL089C	YNI9
4947	4932.YNL090W	RHO2	RHO2
4948	4932.YNL091W	NST1	NST1
4949	4932.YNL092W	YNL092W	CARME
4950	4932.YNL093W	YPT53	YPT53
4951	4932.YNL094W	PAP	PAP
4952	4932.YNL095C	YNL095C	YNJ5
4953	4932.YNL096C	S7B	S7B
4954	4932.YNL097C	YNL097C	PHO23
4955	4932.YNL097C-B	YNL097C-B	YN97B
4956	4932.YNL097W-A	YNL097W-A	YN097
4957	4932.YNL098C	RAS2	RAS2
4958	4932.YNL099C	OCA1	OCA1
4959	4932.YNL100W	MIC27	MIC27
4960	4932.YNL101W	AVT4	AVT4
4961	4932.YNL102W	POL1	DPOA
4962	4932.YNL103W	MET4	MET4
4963	4932.YNL104C	LEU4	LEU1
4964	4932.YNL105W	RRT16	RRT16
4965	4932.YNL106C	INP52	INP52
4966	4932.YNL107W	YAF9	AF9
4967	4932.YNL108C	YNL108C	YNK8
4968	4932.YNL109W	YNL109W	YNK9
4969	4932.YNL110C	NOP15	NOP15
4970	4932.YNL111C	CYB5	CYB5
4971	4932.YNL112W	DBP2	DBP2
4972	4932.YNL113W	RPC19	RPAC2
4973	4932.YNL114C	YNL114C	YNL4
4974	4932.YNL115C	YNL115C	YNL5
4975	4932.YNL116W	DMA2	DMA2
4976	4932.YNL117W	MLS1	MLS1
4977	4932.YNL118C	DCP2	DCP2
4978	4932.YNL119W	NCS2	CTU2
4979	4932.YNL120C	YNL120C	YNM0
4980	4932.YNL121C	TOM70	TOM70
4981	4932.YNL122C	YNL122C	YNM2
4982	4932.YNL123W	NMA111	NM111
4983	4932.YNL124W	NAF1	NAF1
4984	4932.YNL125C	ESBP6	ESBP6
4985	4932.YNL126W	SPC98	SPC98
4986	4932.YNL127W	FAR11	FAR11
4987	4932.YNL128W	TEP1	TEP1
4988	4932.YNL129W	NRK1	NRK1
4989	4932.YNL130C	CPT1	CPT1
4990	4932.YNL130C-A	DGR1	DGR1
4991	4932.YNL131W	TOM22	TOM22
4992	4932.YNL132W	KRE33	NAT10
4993	4932.YNL133C	FYV6	FYV6
4994	4932.YNL134C	YNL134C	YNN4
4995	4932.YNL135C	FPR1	FKBP
4996	4932.YNL136W	EAF7	EAF7
4997	4932.YNL137C	NAM9	NAM9
4998	4932.YNL138W	SRV2	CAP
4999	4932.YNL138W-A	YSF3	YSF3
5000	4932.YNL139C	THO2	THO2
5001	4932.YNL140C	YNL140C	YNO0
5002	4932.YNL141W	ADE	ADE
5003	4932.YNL142W	MEP2	MEP2
5004	4932.YNL143C	N1795	YNO3
5005	4932.YNL144C	YNL144C	YNO4
5006	4932.YNL145W	MFA2	MFA2
5007	4932.YNL146C-A	YNL146C-A	YN146
5008	4932.YNL146W	YNL146W	YNO6
5009	4932.YNL147W	LSM7	LSM7
5010	4932.YNL148C	ALF1	TBCB
5011	4932.YNL149C	PGA2	PGA2
5012	4932.YNL150W	YNL150W	YNP0
5013	4932.YNL151C	RPC8	RPC8
5014	4932.YNL152W	INN1	INN1
5015	4932.YNL153C	GIM3	PFD4
5016	4932.YNL154C	YCK2	KC12
5017	4932.YNL155W	CUZ1	CUZ1
5018	4932.YNL156C	NSG2	NSG2
5019	4932.YNL157W	IGO1	IGO1
5020	4932.YNL158W	PGA1	PGA1
5021	4932.YNL159C	ASI2	ASI2
5022	4932.YNL160W	YGP1	YGP1
5023	4932.YNL161W	CBK1	CBK1
5024	4932.YNL162W	YNL162W	YL27
5025	4932.YNL162W-A	YNL162W-A	YN162
5026	4932.YNL163C	RIA1	RIA1
5027	4932.YNL164C	IBD2	IBD2
5028	4932.YNL165W	YNL165W	YNQ5
5029	4932.YNL166C	BNI5	BNI5
5030	4932.YNL167C	SKO1	SKO1
5031	4932.YNL168C	FMP41	FMP41
5032	4932.YNL169C	PSD1	PSD1
5033	4932.YNL170W	YNR0	YNR0
5034	4932.YNL171C	YNL171C	YNR1
5035	4932.YNL172W	APC1	APC1
5036	4932.YNL173C	MDG1	MDG1
5037	4932.YNL174W	YNL174W	YNR4
5038	4932.YNL175C	NOP13	NOP13
5039	4932.YNL176C	TDA7	TDA7
5040	4932.YNL177C	MRPL22	RM22
5041	4932.YNL178W	YS3	YS3
5042	4932.YNL179C	YNL179C	YNR9
5043	4932.YNL180C	RHO5	RHO5
5044	4932.YNL181W	PBR1	YNS1
5045	4932.YNL182C	IPI3	IPI3
5046	4932.YNL183C	NPR1	NPR1
5047	4932.YNL184C	YNL184C	YNS4
5048	4932.YNL185C	MRPL19	RM19
5049	4932.YNL186W	UBP10	UBP10
5050	4932.YNL187W	SWT21	SWT21
5051	4932.YNL188W	KAR1	KAR1
5052	4932.YNL189W	SRP1	SRP1
5053	4932.YNL190W	YNL190W	PGA14
5054	4932.YNL191W	DUG3	DUG3
5055	4932.YNL192W	CHS1	CHS1
5056	4932.YNL193W	YNL193W	YNT3
5057	4932.YNL194C	YNL194C	YNT4
5058	4932.YNL195C	YNL195C	YNT5
5059	4932.YNL196C	SLZ1	SLZ1
5060	4932.YNL197C	WHI3	WHI3
5061	4932.YNL198C	YNL198C	YNT8
5062	4932.YNL199C	GCR2	GCR2
5063	4932.YNL200C	NNR1	NNRE
5064	4932.YNL201C	PSY2	PP4R3
5065	4932.YNL202W	SPS19	SPS19
5066	4932.YNL203C	YNL203C	YNU3
5067	4932.YNL204C	SPS18	SPS18
5068	4932.YNL205C	YNL205C	YNU5
5069	4932.YNL206C	RTT106	RT106
5070	4932.YNL207W	RIO2	RIO2
5071	4932.YNL208W	YNL208W	YNU8
5072	4932.YNL209W	SSB2	SSB2
5073	4932.YNL210W	MER1	MER1
5074	4932.YNL211C	MRX7	MRX7
5075	4932.YNL212W	VID27	VID27
5076	4932.YNL213C	RRG9	RRG9
5077	4932.YNL214W	PEX17	PEX17
5078	4932.YNL215W	IES2	IES2
5079	4932.YNL216W	TUF1	TBA1
5080	4932.YNL217W	YNL217W	YNV7
5081	4932.YNL218W	MGS1	WRIP1
5082	4932.YNL219C	ALG9	ALG9
5083	4932.YNL220W	ADE12	PURA
5084	4932.YNL221C	POP1	POP1
5085	4932.YNL222W	SSU72	SSU72
5086	4932.YNL223W	ATG4	ATG4
5087	4932.YNL224C	SQS1	SQS1
5088	4932.YNL225C	CNM67	CNM67
5089	4932.YNL226W	YNL226W	YNW6
5090	4932.YNL227C	JJJ1	JJJ1
5091	4932.YNL228W	YNL228W	YNW8
5092	4932.YNL229C	[URE3]	[URE3]
5093	4932.YNL230C	ELA1	ELOA1
5094	4932.YNL231C	PDR16	PDR16
5095	4932.YNL232W	CSL4	CSL4
5096	4932.YNL233W	BNI4	BNI4
5097	4932.YNL234W	YNL234W	YNX4
5098	4932.YNL235C	YNL235C	YNX5
5099	4932.YNL236W	SIN4	MED16
5100	4932.YNL237W	YTP1	YTP1
5101	4932.YNL238W	KEX2	KEX2
5102	4932.YNL239W	Y3	Y3
5103	4932.YNL240C	NAR1	NAR1
5104	4932.YNL241C	ZWF1	G6PD
5105	4932.YNL242W	ATG2	ATG2
5106	4932.YNL243W	SLA2	SLA2
5107	4932.YNL244C	SUI1	SUI1
5108	4932.YNL245C	CWC25	CWC25
5109	4932.YNL246W	VPS75	VPS75
5110	4932.YNL247W	YNL247W	SYC
5111	4932.YNL248C	RPA49	RPA49
5112	4932.YNL249C	MPA43	MPA43
5113	4932.YNL250W	RAD50	RAD50
5114	4932.YNL251C	NRD1	NRD1
5115	4932.YNL252C	MRPL17	RM17
5116	4932.YNL253W	TEX1	TEX1
5117	4932.YNL254C	RTC4	RTC4
5118	4932.YNL255C	GIS2	GIS2
5119	4932.YNL256W	FOL1	FOL1
5120	4932.YNL257C	SIP3	SIP3
5121	4932.YNL258C	DSL1	DSL1
5122	4932.YNL259C	ATX1	ATX1
5123	4932.YNL260C	LTO1	YN00
5124	4932.YNL261W	ORC5	ORC5
5125	4932.YNL262W	POL2	DPOE
5126	4932.YNL263C	YIF1	YIF1
5127	4932.YNL264C	PDR17	PDR17
5128	4932.YNL265C	IST1	IST1
5129	4932.YNL267W	PIK1	PIK1
5130	4932.YNL268W	LYP1	LYP1
5131	4932.YNL269W	BSC4	BSC4
5132	4932.YNL270C	APL1	ALP1
5133	4932.YNL271C	BNI1	BNI1
5134	4932.YNL272C	SEC2	SEC2
5135	4932.YNL273W	TOF1	TOF1
5136	4932.YNL274C	GOR1	GOR1
5137	4932.YNL275W	BOR1	BOR1
5138	4932.YNL276C	YNL276C	YN16
5139	4932.YNL277W	YNL277W	MET2
5140	4932.YNL277W-A	YNL277W-A	YN227
5141	4932.YNL278W	CAF120	CA120
5142	4932.YNL279W	PRM1	PRM1
5143	4932.YNL280C	ERG24	ERG24
5144	4932.YNL281W	HCH1	HCH1
5145	4932.YNL282W	POP3	POP3
5146	4932.YNL283C	WSC2	WSC2
5147	4932.YNL284C	YNL284C	RM10
5148	4932.YNL284C-A	YNL284C-A	YN11A
5149	4932.YNL284C-B	YNL284C-B	YN11B
5150	4932.YNL285W	YNL285W	YN25
5151	4932.YNL286W	CUS2	CUS2
5152	4932.YNL287W	SEC21	COPG
5153	4932.YNL288W	CAF40	CAF40
5154	4932.YNL289W	PCL1	PCL1
5155	4932.YNL290W	RFC3	RFC3
5156	4932.YNL291C	MID1	MID1
5157	4932.YNL292W	PUS4	PUS4
5158	4932.YNL293W	MSB3	GYP3
5159	4932.YNL294C	RIM21	PALH
5160	4932.YNL295W	MRX6	MRX6
5161	4932.YNL296W	YNL296W	YN36
5162	4932.YNL297C	MON2	MON2
5163	4932.YNL298W	CLA4	CLA4
5164	4932.YNL299W	TRF5	TRF5
5165	4932.YNL300W	TOS6	TOS6
5166	4932.YNL301C	RPL18B	RP28
5167	4932.YNL302C	S19B	S19B
5168	4932.YNL303W	YNL303W	YN43
5169	4932.YNL304W	YPT11	YPT11
5170	4932.YNL305C	BXI1	YBH3
5171	4932.YNL306W	MRPS18	RT18
5172	4932.YNL307C	YPK1	YPK1
5173	4932.YNL308C	KRI1	KRI1
5174	4932.YNL309W	STB1	STB1
5175	4932.YNL310C	ZIM17	ZIM17
5176	4932.YNL311C	SKP2	SKP2
5177	4932.YNL312W	RFA2	RPA2
5178	4932.YNL313C	EMW1	EMW1
5179	4932.YNL314W	DAL82	DAL82
5180	4932.YNL315C	ATP11	ATP11
5181	4932.YNL316C	PHA2	PHA2
5182	4932.YNL317W	PFS2	PFS2
5183	4932.YNL318C	HXT9	HXT9
5184	4932.YNL319W	YNL319W	YN59
5185	4932.YNL320W	YNL320W	YN60
5186	4932.YNL321W	VNX1	VNX1
5187	4932.YNL322C	KRE1	KRE1
5188	4932.YNL323W	LEM3	LEM3
5189	4932.YNL324W	YNL324W	YN64
5190	4932.YNL325C	FIG4	FIG4
5191	4932.YNL326C	PFA3	PFA3
5192	4932.YNL327W	EGT2	EGT2
5193	4932.YNL328C	MDJ2	MDJ2
5194	4932.YNL329C	PEX6	PEX6
5195	4932.YNL330C	RPD3	RPD3
5196	4932.YNL331C	AAD14	AAD14
5197	4932.YNL332W	THI12	THI12
5198	4932.YNL333W	SNZ2	SNZ2
5199	4932.YNL334C	SNO2	SNO2
5200	4932.YNL335W	DDI3	DDI3
5201	4932.YNL336W	COS1	COS1
5202	4932.YNL337W	YNL337W	YN77
5203	4932.YNL338W	YNL338W	YN78
5204	4932.YNL339C	YRF1-6	YRF16
5205	4932.YNR001C	CS1	CS1
5206	4932.YNR001W-A	YNR001W-A	YN001
5207	4932.YNR002C	ATO2	ATO2
5208	4932.YNR003C	RPC34	RPC6
5209	4932.YNR003W-A	YNR003W-A	YN003
5210	4932.YNR004W	SWM2	SWM2
5211	4932.YNR005C	YNR005C	YN82
5212	4932.YNR006W	VPS27	VPS27
5213	4932.YNR007C	ATG3	ATG3
5214	4932.YNR008W	LRO1	PDAT
5215	4932.YNR009W	NRM1	NRM1
5216	4932.YNR010W	CSE2	MED9
5217	4932.YNR011C	PRP2	PRP2
5218	4932.YNR012W	URK1	URK1
5219	4932.YNR013C	PHO91	PHO91
5220	4932.YNR014W	YNR014W	YN87
5221	4932.YNR015W	SMM1	DUS2
5222	4932.YNR016C	ACC1	ACC
5223	4932.YNR017W	TIM23	TIM23
5224	4932.YNR018W	RCF2	RCF2
5225	4932.YNR019W	ARE2	ARE2
5226	4932.YNR020C	ATP23	ATP23
5227	4932.YNR021W	YNR021W	YN8B
5228	4932.YNR022C	MRPL50	RM50
5229	4932.YNR023W	SNF12	SNF12
5230	4932.YNR024W	MPP6	MPP6
5231	4932.YNR025C	YNR025C	YN8E
5232	4932.YNR026C	SEC12	SEC12
5233	4932.YNR027W	BUD17	BUD17
5234	4932.YNR028W	CPR8	CYP8
5235	4932.YNR029C	YNR029C	YN8H
5236	4932.YNR030W	ALG12	ALG12
5237	4932.YNR031C	SSK2	SSK2
5238	4932.YNR032C-A	HUB1	HUB1
5239	4932.YNR032W	PPG1	PP2A4
5240	4932.YNR033W	ABZ1	ADCS
5241	4932.YNR034W	SOL1	SOL1
5242	4932.YNR034W-A	EGO4	YN034
5243	4932.YNR035C	ARC35	ARPC2
5244	4932.YNR036C	RT12	RT12
5245	4932.YNR037C	RSM19	RT19
5246	4932.YNR038W	DBP6	DBP6
5247	4932.YNR039C	ZRG17	ZRG17
5248	4932.YNR040W	YNR040W	YN8O
5249	4932.YNR041C	COQ2	COQ2
5250	4932.YNR042W	YNR042W	YN8P
5251	4932.YNR043W	MVD1	MVD1
5252	4932.YNR044W	AGA1	AGA1
5253	4932.YNR045W	PET494	PT494
5254	4932.YNR046W	TRM112	TR112
5255	4932.YNR047W	FPK1	FPK1
5256	4932.YNR048W	YNR048W	YN8S
5257	4932.YNR049C	MSO1	MSO1
5258	4932.YNR050C	LYS9	LYS9
5259	4932.YNR051C	BRE5	BRE5
5260	4932.YNR052C	POP2	POP2
5261	4932.YNR053C	NOG2	NOG2
5262	4932.YNR054C	ESF2	ESF2
5263	4932.YNR055C	HOL1	HOL1
5264	4932.YNR056C	BIO5	BIO5
5265	4932.YNR057C	BIO4	BIOD
5266	4932.YNR058W	BIO3	BIOA
5267	4932.YNR059W	MNT4	MNT4
5268	4932.YNR060W	FRE4	FRE4
5269	4932.YNR061C	YNR061C	YN8Z
5270	4932.YNR062C	YNR062C	YN91
5271	4932.YNR063W	YNR063W	YN92
5272	4932.YNR064C	YNR064C	YN93
5273	4932.YNR065C	YNR065C	YN94
5274	4932.YNR066C	YNR066C	YN95
5275	4932.YNR067C	DSE4	ENG1
5276	4932.YNR068C	YNR068C	YN97
5277	4932.YNR069C	BSC5	BSC5
5278	4932.YNR070W	PDR18	PDR18
5279	4932.YNR071C	YNR071C	YN9A
5280	4932.YNR072W	HXT17	HXT17
5281	4932.YNR073C	MAN2	MAN2
5282	4932.YNR074C	CPD1	CPD1
5283	4932.YNR075C-A	YNR075C-A	YN075
5284	4932.YNR075W	COS10	COS10
5285	4932.YNR076W	PAU6	PAU6
5286	4932.YNR077C	YNR077C	YN9D
5287	4932.YOL001W	PHO80	PHO80
5288	4932.YOL002C	IZH2	IZH2
5289	4932.YOL003C	PFA4	PFA4
5290	4932.YOL004W	SIN3	SIN3
5291	4932.YOL005C	RPB11	RPB11
5292	4932.YOL006C	TOP1	TOP1
5293	4932.YOL007C	CSI2	CSI2
5294	4932.YOL008W	COQ10	COQ10
5295	4932.YOL009C	MDM12	MDM12
5296	4932.YOL010W	RTC1	RTC1
5297	4932.YOL011W	PLB3	PLB3
5298	4932.YOL012C	HTZ1	H2AZ
5299	4932.YOL013C	HRD1	HRD1
5300	4932.YOL014W	YOL014W	YO014
5301	4932.YOL015W	IRC10	IRC10
5302	4932.YOL016C	CMK2	KCC2
5303	4932.YOL017W	ESC8	ESC8
5304	4932.YOL018C	TLG2	TLG2
5305	4932.YOL019W	YOL019W	YOL19
5306	4932.YOL020W	TAT2	TAT2
5307	4932.YOL021C	DIS3	RRP44
5308	4932.YOL022C	TSR4	TSR4
5309	4932.YOL023W	IFM1	IF2M
5310	4932.YOL024W	YOL024W	YO024
5311	4932.YOL025W	LAG2	LAG2
5312	4932.YOL026C	MIM1	MIM1
5313	4932.YOL027C	MDM38	MDM38
5314	4932.YOL028C	YAP7	YAP7
5315	4932.YOL029C	YOL029C	YO029
5316	4932.YOL030W	GAS5	GAS5
5317	4932.YOL031C	SLS1	SLS1
5318	4932.YOL032W	OPI10	OPI10
5319	4932.YOL033W	MSE1	SYEM
5320	4932.YOL034W	SMC5	SMC5
5321	4932.YOL035C	YOL035C	YO035
5322	4932.YOL036W	YOL036W	YO036
5323	4932.YOL037C	YOL037C	YO037
5324	4932.YOL038C-A	YOL038C-A	YO038
5325	4932.YOL038W	PRE6	PSA4
5326	4932.YOL039W	RPP2A	RPA2
5327	4932.YOL040C	YS21	S21
5328	4932.YOL041C	NOP12	NOP12
5329	4932.YOL042W	NGL1	NGL1
5330	4932.YOL043C	NTH2	NTH2
5331	4932.YOL044W	PEX15	PEX15
5332	4932.YOL045W	PSK2	PSK2
5333	4932.YOL046C	YOL046C	YO046
5334	4932.YOL047C	LDS2	LDS2
5335	4932.YOL048C	RRT8	RRT8
5336	4932.YOL049W	GSH2	GSHB
5337	4932.YOL050C	YOL050C	YO050
5338	4932.YOL051W	GAL11	MED15
5339	4932.YOL052C	SPE2	DCAM
5340	4932.YOL052C-A	DDR2	DDR2
5341	4932.YOL053W	AIM39	AIM39
5342	4932.YOL054W	PSH1	PSH1
5343	4932.YOL055C	THI20	THI20
5344	4932.YOL056W	GPM3	PMG3
5345	4932.YOL057W	YOL057W	DPP3
5346	4932.YOL058W	ARG1	ASSY
5347	4932.YOL059W	GPD2	GPD2
5348	4932.YOL060C	MAM3	MAM3
5349	4932.YOL061W	PRS5	KPR5
5350	4932.YOL062C	APM4	AP2M
5351	4932.YOL063C	CRT10	CRT10
5352	4932.YOL064C	MET22	MET22
5353	4932.YOL065C	INP54	INP54
5354	4932.YOL066C	RIB2	RIB2
5355	4932.YOL067C	RTG1	RTG1
5356	4932.YOL068C	HST1	HST1
5357	4932.YOL069W	NUF2	NUF2
5358	4932.YOL070C	NBA1	NBA1
5359	4932.YOL071W	SDH5	SDHF2
5360	4932.YOL072W	THP1	THP1
5361	4932.YOL073C	DSC2	DSC2
5362	4932.YOL075C	YOL075C	YO075
5363	4932.YOL076W	MDM20	NAA25
5364	4932.YOL077C	BRX1	BRX1
5365	4932.YOL077W-A	ATP19	ATP19
5366	4932.YOL078W	AVO1	AVO1
5367	4932.YOL079W	YOL079W	YO079
5368	4932.YOL080C	REX4	REXO4
5369	4932.YOL081W	IRA2	IRA2
5370	4932.YOL082W	YOL01	ATG19
5371	4932.YOL083W	ATG34	ATG34
5372	4932.YOL084W	PHM7	PHM7
5373	4932.YOL085C	YOL085C	YO085
5374	4932.YOL086C	ADH1	ADH1
5375	4932.YOL086W-A	MHF1	CENPS
5376	4932.YOL087C	DUF1	DUF1
5377	4932.YOL088C	MPD2	MPD2
5378	4932.YOL089C	HAL9	HAL9
5379	4932.YOL090W	MSH2	MSH2
5380	4932.YOL091W	SPO21	MPC70
5381	4932.YOL092W	YPQ1	YPQ1
5382	4932.YOL093W	TRM10	TRM10
5383	4932.YOL094C	RFC4	RFC4
5384	4932.YOL095C	HMI1	HMI1
5385	4932.YOL096C	COQ3	COQ3
5386	4932.YOL097C	WRS1	SYWC
5387	4932.YOL098C	SDD3	YO098
5388	4932.YOL099C	YOL099C	YO099
5389	4932.YOL100W	PKH2	PKH2
5390	4932.YOL101C	IZH4	IZH4
5391	4932.YOL102C	TPT1	TPT1
5392	4932.YOL103W	YOL103W	ITR2
5393	4932.YOL103W-A	TY1A	YO11A
5394	4932.YOL103W-B	YOL103W-B	YO11B
5395	4932.YOL104C	NDJ1	NDJ1
5396	4932.YOL105C	WSC3	WSC3
5397	4932.YOL106W	YOL106W	YO106
5398	4932.YOL107W	YOL107W	TM115
5399	4932.YOL108C	INO4	INO4
5400	4932.YOL109W	ZEO1	ZEO1
5401	4932.YOL110W	SHR5	ERFD
5402	4932.YOL111C	MDY2	MDY2
5403	4932.YOL112W	MSB4	MSB4
5404	4932.YOL113W	SKM1	SKM1
5405	4932.YOL114C	PTH4	YO114
5406	4932.YOL115W	PAP2	PAP2
5407	4932.YOL116W	MSN1	MSN1
5408	4932.YOL117W	RRI2	CSN10
5409	4932.YOL118C	YOL118C	YOL18
5410	4932.YOL119C	MCH4	MCH4
5411	4932.YOL120C	RPL18B	RP28
5412	4932.YOL121C	S19A	S19A
5413	4932.YOL122C	SMF1	SMF1
5414	4932.YOL123W	HRP1	HRP1
5415	4932.YOL124C	TRM11	TRM11
5416	4932.YOL125W	TRM13	TRM13
5417	4932.YOL126C	MDH2	MDHC
5418	4932.YOL127W	RPL25	YL25
5419	4932.YOL128C	YGK3	YGK3
5420	4932.YOL129W	VPS68	VPS68
5421	4932.YOL130W	SWC3	SWC3
5422	4932.YOL131W	YOL131W	YO131
5423	4932.YOL132W	GAS4	GAS4
5424	4932.YOL133W	HRT1	RBX1
5425	4932.YOL134C	O0508	YO134
5426	4932.YOL135C	MED7	MED7
5427	4932.YOL136C	PFK27	6P22
5428	4932.YOL137W	BSC6	BSC6
5429	4932.YOL138C	RTC1	RTC1
5430	4932.YOL139C	CDC33	IF4E
5431	4932.YOL140W	ARG8	ARGD
5432	4932.YOL141W	PPM2	TYW4
5433	4932.YOL142W	RRP40	RRP40
5434	4932.YOL143C	RIB4	RIB4
5435	4932.YOL144W	NOP8	NOP8
5436	4932.YOL145C	CTR9	CTR9
5437	4932.YOL146W	PSF3	PSF3
5438	4932.YOL147C	PEX11	PEX11
5439	4932.YOL148C	SPT20	SPT20
5440	4932.YOL149W	DCP1	DCP1
5441	4932.YOL150C	O0448	YO150
5442	4932.YOL151W	GRE2	GRE2
5443	4932.YOL152W	FRE7	FRE7
5444	4932.YOL154W	ZPS1	ZPS1
5445	4932.YOL155C	HPF1	HPF1
5446	4932.YOL156W	HXT11	HXT11
5447	4932.YOL157C	IMA2	IMA2
5448	4932.YOL158C	ENB1	ENB1
5449	4932.YOL159C	YOL159C	CSS3
5450	4932.YOL159C-A	YOL159C-A	YO59A
5451	4932.YOL160W	YOL160W	YO160
5452	4932.YOL161C	PAU20	PAU20
