string_id	string_symbol	uniprot_symbol	uniprot_alias	string_id_alias
18693	9606.ENSP00000477725	NA	NA	KANK	KANK
18694	9606.ENSP00000477760	NA	NA	5A31	APC16
18695	9606.ENSP00000477776	NA	NA	9606.ENSP00000477776	NA
18696	9606.ENSP00000477781	NA	NA	P23	TPT1
18697	9606.ENSP00000477792	NA	NA	MUF1	9606.ENSP00000477792
18698	9606.ENSP00000477802	NA	NA	9606.ENSP00000477802	NA
18699	9606.ENSP00000477815	NA	NA	PTA	PTCRA
18700	9606.ENSP00000477817	NA	NA	9606.ENSP00000477817	NA
18701	9606.ENSP00000477829	NA	NA	LHX1	LIM1
18702	9606.ENSP00000477841	NA	NA	9606.ENSP00000477841	NA
18703	9606.ENSP00000477846	NA	NA	CLEC18B	9606.ENSP00000477846
18704	9606.ENSP00000477848	NA	NA	DED	DED
18705	9606.ENSP00000477850	NA	NA	9606.ENSP00000477850	NA
18706	9606.ENSP00000477856	NA	NA	GGT	GGT
18707	9606.ENSP00000477868	NA	NA	LCP1	TOX4
18708	9606.ENSP00000477870	NA	NA	9606.ENSP00000477870	NA
18709	9606.ENSP00000477907	NA	NA	9606.ENSP00000477907	NA
18710	9606.ENSP00000477908	NA	NA	CCL3	9606.ENSP00000477908
18711	9606.ENSP00000477920	NA	NA	9606.ENSP00000477920	NA
18712	9606.ENSP00000477922	NA	NA	9606.ENSP00000477922	NA
18713	9606.ENSP00000477935	NA	NA	9606.ENSP00000477935	NA
18714	9606.ENSP00000477949	NA	NA	TMPRSS3	9606.ENSP00000477949
18715	9606.ENSP00000477973	NA	NA	STAG3	9606.ENSP00000477973
18716	9606.ENSP00000477979	NA	NA	NBPF9	9606.ENSP00000477979
18717	9606.ENSP00000477980	NA	NA	WDR92	9606.ENSP00000477980
18718	9606.ENSP00000477981	NA	NA	UCP5	9606.ENSP00000477981
18719	9606.ENSP00000477989	NA	NA	9606.ENSP00000477989	NA
18720	9606.ENSP00000477999	NA	NA	NOS1	NOS1
18721	9606.ENSP00000478017	NA	NA	9606.ENSP00000478017	NA
18722	9606.ENSP00000478024	NA	NA	LMC	LMC
18723	9606.ENSP00000478026	NA	NA	ANXA8	9606.ENSP00000478026
18724	9606.ENSP00000478035	NA	NA	RPL23	9606.ENSP00000478035
18725	9606.ENSP00000478059	NA	NA	TAM1	TAM
18726	9606.ENSP00000478061	NA	NA	MARCKS	9606.ENSP00000478061
18727	9606.ENSP00000478070	NA	NA	CWC25	9606.ENSP00000478070
18728	9606.ENSP00000478104	NA	NA	9606.ENSP00000478104	NA
18729	9606.ENSP00000478121	NA	NA	ELOC	9606.ENSP00000478121
18730	9606.ENSP00000478179	NA	NA	9606.ENSP00000478179	NA
18731	9606.ENSP00000478187	NA	NA	CRY2	9606.ENSP00000478187
18732	9606.ENSP00000478212	NA	NA	AKAP1	AKAP1
18733	9606.ENSP00000478220	NA	NA	9606.ENSP00000478220	NA
18734	9606.ENSP00000478249	NA	NA	TARDBP	9606.ENSP00000478249
18735	9606.ENSP00000478253	NA	NA	9606.ENSP00000478253	NA
18736	9606.ENSP00000478255	NA	NA	ABCB1	MDR1
18737	9606.ENSP00000478257	NA	NA	CCNI2	9606.ENSP00000478257
18738	9606.ENSP00000478258	NA	NA	9606.ENSP00000478258	NA
18739	9606.ENSP00000478289	NA	NA	IGH	IGH
18740	9606.ENSP00000478290	NA	NA	9606.ENSP00000478290	NA
18741	9606.ENSP00000478298	NA	NA	PSL1	IMP4
18742	9606.ENSP00000478303	NA	NA	9606.ENSP00000478303	NA
18743	9606.ENSP00000478305	NA	NA	SMO	SMOX
18744	9606.ENSP00000478309	NA	NA	9606.ENSP00000478309	NA
18745	9606.ENSP00000478310	NA	NA	SPC1	SPCS1
18746	9606.ENSP00000478319	NA	NA	GREM1	9606.ENSP00000478319
18747	9606.ENSP00000478320	NA	NA	MJD1	MJD
18748	9606.ENSP00000478345	NA	NA	9606.ENSP00000478345	NA
18749	9606.ENSP00000478384	NA	NA	FOXI3	9606.ENSP00000478384
18750	9606.ENSP00000478388	NA	NA	NATD1	9606.ENSP00000478388
18751	9606.ENSP00000478396	NA	NA	TTI2	9606.ENSP00000478396
18752	9606.ENSP00000478417	NA	NA	PP6R2	9606.ENSP00000478417
18753	9606.ENSP00000478425	NA	NA	MTC	MTC
18754	9606.ENSP00000478426	NA	NA	TBC1D3	9606.ENSP00000478426
18755	9606.ENSP00000478458	NA	NA	PLCL2	9606.ENSP00000478458
18756	9606.ENSP00000478474	NA	NA	UBE2F	9606.ENSP00000478474
18757	9606.ENSP00000478478	NA	NA	9606.ENSP00000478478	NA
18758	9606.ENSP00000478479	NA	NA	RAB18	9606.ENSP00000478479
18759	9606.ENSP00000478490	NA	NA	9606.ENSP00000478490	NA
18760	9606.ENSP00000478492	NA	NA	CYSLTR	9606.ENSP00000478492
18761	9606.ENSP00000478501	NA	NA	DOC1	DOC1
18762	9606.ENSP00000478516	NA	NA	NLRP1	NLRP1
18763	9606.ENSP00000478533	NA	NA	ZF2	ZF2
18764	9606.ENSP00000478557	NA	NA	9606.ENSP00000478557	NA
18765	9606.ENSP00000478561	NA	NA	CP1B	CP1B
18766	9606.ENSP00000478568	NA	NA	9606.ENSP00000478568	NA
18767	9606.ENSP00000478570	NA	NA	VEGF	VEGFA
18768	9606.ENSP00000478589	NA	NA	9606.ENSP00000478589	NA
18769	9606.ENSP00000478591	NA	NA	9606.ENSP00000478591	NA
18770	9606.ENSP00000478600	NA	NA	P3H3	9606.ENSP00000478600
18771	9606.ENSP00000478606	NA	NA	9606.ENSP00000478606	NA
18772	9606.ENSP00000478609	NA	NA	NBPF	NBPF1
18773	9606.ENSP00000478610	NA	NA	9606.ENSP00000478610	NA
18774	9606.ENSP00000478637	NA	NA	SYT16	9606.ENSP00000478637
18775	9606.ENSP00000478639	NA	NA	AAAT	9606.ENSP00000478639
18776	9606.ENSP00000478645	NA	NA	ICA1L	9606.ENSP00000478645
18777	9606.ENSP00000478671	NA	NA	CNTNAP3	9606.ENSP00000478671
18778	9606.ENSP00000478672	NA	NA	5897	RAG2
18779	9606.ENSP00000478683	NA	NA	TBC1D3	9606.ENSP00000478683
18780	9606.ENSP00000478699	NA	NA	ILA	9606.ENSP00000478699
18781	9606.ENSP00000478721	NA	NA	RYK	9606.ENSP00000478721
18782	9606.ENSP00000478725	NA	NA	9606.ENSP00000478725	NA
18783	9606.ENSP00000478752	NA	NA	9606.ENSP00000478752	NA
18784	9606.ENSP00000478754	NA	NA	RCK	RCK
18785	9606.ENSP00000478755	NA	NA	TAP1	TAP1
18786	9606.ENSP00000478767	NA	NA	PPP1R9	9606.ENSP00000478767
18787	9606.ENSP00000478783	NA	NA	LTN1	9606.ENSP00000478783
18788	9606.ENSP00000478796	NA	NA	POTEB	POTEB
18789	9606.ENSP00000478828	NA	NA	PTMS	9606.ENSP00000478828
18790	9606.ENSP00000478830	NA	NA	9606.ENSP00000478830	NA
18791	9606.ENSP00000478834	NA	NA	CXorf2	TEX28
18792	9606.ENSP00000478874	NA	NA	9606.ENSP00000478874	NA
18793	9606.ENSP00000478877	NA	NA	ARM1	ARM1
18794	9606.ENSP00000478878	NA	NA	CPNE4	9606.ENSP00000478878
18795	9606.ENSP00000478882	NA	NA	9606.ENSP00000478882	NA
18796	9606.ENSP00000478886	NA	NA	9606.ENSP00000478886	NA
18797	9606.ENSP00000478892	NA	NA	GNAZ	9606.ENSP00000478892
18798	9606.ENSP00000478910	NA	NA	9606.ENSP00000478910	NA
18799	9606.ENSP00000478927	NA	NA	YAP2	YAP2
18800	9606.ENSP00000478931	NA	NA	PRG3	PRG3
18801	9606.ENSP00000478933	NA	NA	SYT15	SYT15
18802	9606.ENSP00000478941	NA	NA	9606.ENSP00000478941	NA
18803	9606.ENSP00000478942	NA	NA	UPK1A	9606.ENSP00000478942
18804	9606.ENSP00000478962	NA	NA	CBY	CBY1
18805	9606.ENSP00000478980	NA	NA	9606.ENSP00000478980	NA
18806	9606.ENSP00000478982	NA	NA	RPP38	9606.ENSP00000478982
18807	9606.ENSP00000478993	NA	NA	B5	GPHB5
18808	9606.ENSP00000479060	NA	NA	9606.ENSP00000479060	NA
18809	9606.ENSP00000479064	NA	NA	9606.ENSP00000479064	NA
18810	9606.ENSP00000479069	NA	NA	9606.ENSP00000479069	NA
18811	9606.ENSP00000479089	NA	NA	OSCAR	9606.ENSP00000479089
18812	9606.ENSP00000479097	NA	NA	SY14	SCYL2
18813	9606.ENSP00000479101	NA	NA	NRPB	ENC1
18814	9606.ENSP00000479104	NA	NA	SVOP	SVOP
18815	9606.ENSP00000479106	NA	NA	HIST1H4J	9606.ENSP00000479106
18816	9606.ENSP00000479113	NA	NA	9606.ENSP00000479113	NA
18817	9606.ENSP00000479119	NA	NA	9606.ENSP00000479119	NA
18818	9606.ENSP00000479130	NA	NA	ACSF3	9606.ENSP00000479130
18819	9606.ENSP00000479134	NA	NA	LD	LD
18820	9606.ENSP00000479139	NA	NA	POTED	POTED
18821	9606.ENSP00000479153	NA	NA	PAST	9606.ENSP00000479153
18822	9606.ENSP00000479168	NA	NA	PA	PA
18823	9606.ENSP00000479169	NA	NA	9606.ENSP00000479169	NA
18824	9606.ENSP00000479203	NA	NA	9606.ENSP00000479203	NA
18825	9606.ENSP00000479206	NA	NA	9606.ENSP00000479206	NA
18826	9606.ENSP00000479207	NA	NA	GALNT15	9606.ENSP00000479207
18827	9606.ENSP00000479216	NA	NA	UBXN8	9606.ENSP00000479216
18828	9606.ENSP00000479240	NA	NA	9606.ENSP00000479240	NA
18829	9606.ENSP00000479243	NA	NA	ECSCR	9606.ENSP00000479243
18830	9606.ENSP00000479248	NA	NA	9606.ENSP00000479248	NA
18831	9606.ENSP00000479256	NA	NA	TRIL	9606.ENSP00000479256
18832	9606.ENSP00000479258	NA	NA	PANO1	9606.ENSP00000479258
18833	9606.ENSP00000479266	NA	NA	BORA	9606.ENSP00000479266
18834	9606.ENSP00000479281	NA	NA	9606.ENSP00000479281	NA
18835	9606.ENSP00000479284	NA	NA	9606.ENSP00000479284	NA
18836	9606.ENSP00000479291	NA	NA	NBPF8	9606.ENSP00000479291
18837	9606.ENSP00000479319	NA	NA	9606.ENSP00000479319	NA
18838	9606.ENSP00000479322	NA	NA	CLIP	RSN
18839	9606.ENSP00000479326	NA	NA	RIMBP3C	9606.ENSP00000479326
18840	9606.ENSP00000479355	NA	NA	LENG9	9606.ENSP00000479355
18841	9606.ENSP00000479362	NA	NA	9606.ENSP00000479362	NA
18842	9606.ENSP00000479365	NA	NA	9606.ENSP00000479365	NA
18843	9606.ENSP00000479370	NA	NA	GUCD1	9606.ENSP00000479370
18844	9606.ENSP00000479373	NA	NA	9606.ENSP00000479373	NA
18845	9606.ENSP00000479378	NA	NA	9606.ENSP00000479378	NA
18846	9606.ENSP00000479396	NA	NA	9606.ENSP00000479396	NA
18847	9606.ENSP00000479444	NA	NA	9606.ENSP00000479444	NA
18848	9606.ENSP00000479449	NA	NA	9606.ENSP00000479449	NA
18849	9606.ENSP00000479461	NA	NA	HIST1H4J	9606.ENSP00000479461
18850	9606.ENSP00000479488	NA	NA	PHB1	PHB1
18851	9606.ENSP00000479494	NA	NA	F10	PCID2
18852	9606.ENSP00000479504	NA	NA	ROK1	ROK1
18853	9606.ENSP00000479518	NA	NA	MYO19	9606.ENSP00000479518
18854	9606.ENSP00000479526	NA	NA	DPF3	9606.ENSP00000479526
18855	9606.ENSP00000479536	NA	NA	PRV1	PRV1
18856	9606.ENSP00000479542	NA	NA	C20orf19	KIZ
18857	9606.ENSP00000479571	NA	NA	9606.ENSP00000479571	NA
18858	9606.ENSP00000479580	NA	NA	9606.ENSP00000479580	NA
18859	9606.ENSP00000479586	NA	NA	LYNX1	9606.ENSP00000479586
18860	9606.ENSP00000479598	NA	NA	RHNO1	9606.ENSP00000479598
18861	9606.ENSP00000479606	NA	NA	CHC	CHC
18862	9606.ENSP00000479608	NA	NA	9606.ENSP00000479608	NA
18863	9606.ENSP00000479617	NA	NA	UHRF1	UHRF1
18864	9606.ENSP00000479618	NA	NA	MYC	MYC
18865	9606.ENSP00000479624	NA	NA	F8A2	9606.ENSP00000479624
18866	9606.ENSP00000479636	NA	NA	PLCD3	9606.ENSP00000479636
18867	9606.ENSP00000479656	NA	NA	9606.ENSP00000479656	NA
18868	9606.ENSP00000479664	NA	NA	AOAH	9606.ENSP00000479664
18869	9606.ENSP00000479667	NA	NA	9606.ENSP00000479667	NA
18870	9606.ENSP00000479669	NA	NA	9606.ENSP00000479669	NA
18871	9606.ENSP00000479675	NA	NA	9606.ENSP00000479675	NA
18872	9606.ENSP00000479679	NA	NA	KCP	9606.ENSP00000479679
18873	9606.ENSP00000479693	NA	NA	NBPF	NBPF
18874	9606.ENSP00000479708	NA	NA	MAL2	MAL2
18875	9606.ENSP00000479716	NA	NA	9606.ENSP00000479716	NA
18876	9606.ENSP00000479730	NA	NA	9606.ENSP00000479730	NA
18877	9606.ENSP00000479745	NA	NA	9606.ENSP00000479745	NA
18878	9606.ENSP00000479762	NA	NA	RAB7	RAB7B
18879	9606.ENSP00000479773	NA	NA	9606.ENSP00000479773	NA
18880	9606.ENSP00000479794	NA	NA	HIST1H4J	9606.ENSP00000479794
18881	9606.ENSP00000479811	NA	NA	9606.ENSP00000479811	NA
18882	9606.ENSP00000479816	NA	NA	9606.ENSP00000479816	NA
18883	9606.ENSP00000479844	NA	NA	9606.ENSP00000479844	NA
18884	9606.ENSP00000479850	NA	NA	9606.ENSP00000479850	NA
18885	9606.ENSP00000479860	NA	NA	KIP1	KIP1
18886	9606.ENSP00000479861	NA	NA	SEPT2	9606.ENSP00000479861
18887	9606.ENSP00000479870	NA	NA	241	241
18888	9606.ENSP00000479884	NA	NA	9606.ENSP00000479884	NA
18889	9606.ENSP00000479904	NA	NA	ZMYM2	RAMP
18890	9606.ENSP00000479910	NA	NA	AF17	AF17
18891	9606.ENSP00000479919	NA	NA	9606.ENSP00000479919	NA
18892	9606.ENSP00000479921	NA	NA	9606.ENSP00000479921	NA
18893	9606.ENSP00000479953	NA	NA	9606.ENSP00000479953	NA
18894	9606.ENSP00000479955	NA	NA	PARC	CCL18
18895	9606.ENSP00000479964	NA	NA	HLC3	9606.ENSP00000479964
18896	9606.ENSP00000479969	NA	NA	9606.ENSP00000479969	NA
18897	9606.ENSP00000479976	NA	NA	AG2	AG2
18898	9606.ENSP00000480004	NA	NA	EPHX	EPHX
18899	9606.ENSP00000480012	NA	NA	ADORA2A	9606.ENSP00000480012
18900	9606.ENSP00000480020	NA	NA	NDR	NDR
18901	9606.ENSP00000480027	NA	NA	ENSG00000239810	9606.ENSP00000480027
18902	9606.ENSP00000480043	NA	NA	VEGFC	9606.ENSP00000480043
18903	9606.ENSP00000480050	NA	NA	SYN2	9606.ENSP00000480050
18904	9606.ENSP00000480053	NA	NA	HBP1	HBP1
18905	9606.ENSP00000480056	NA	NA	TIP	TIP
18906	9606.ENSP00000480059	NA	NA	9606.ENSP00000480059	NA
18907	9606.ENSP00000480079	NA	NA	9606.ENSP00000480079	NA
18908	9606.ENSP00000480090	NA	NA	9606.ENSP00000480090	NA
18909	9606.ENSP00000480091	NA	NA	NRK2	9606.ENSP00000480091
18910	9606.ENSP00000480106	NA	NA	9606.ENSP00000480106	NA
18911	9606.ENSP00000480122	NA	NA	9606.ENSP00000480122	NA
18912	9606.ENSP00000480132	NA	NA	NCAM	NCAM1
18913	9606.ENSP00000480140	NA	NA	SRSF8	9606.ENSP00000480140
18914	9606.ENSP00000480150	NA	NA	HYOU1	9606.ENSP00000480150
18915	9606.ENSP00000480157	NA	NA	9606.ENSP00000480157	NA
18916	9606.ENSP00000480158	NA	NA	POLR2	RPB1
18917	9606.ENSP00000480186	NA	NA	9606.ENSP00000480186	NA
18918	9606.ENSP00000480218	NA	NA	ZNF468	9606.ENSP00000480218
18919	9606.ENSP00000480221	NA	NA	ANXA8	9606.ENSP00000480221
18920	9606.ENSP00000480262	NA	NA	ZNF48	ZNF48
18921	9606.ENSP00000480279	NA	NA	USH1G	9606.ENSP00000480279
18922	9606.ENSP00000480291	NA	NA	TCF2	TCF2
18923	9606.ENSP00000480297	NA	NA	ZNF2	ZNF2
18924	9606.ENSP00000480301	NA	NA	9606.ENSP00000480301	NA
18925	9606.ENSP00000480313	NA	NA	HES1	HES1
18926	9606.ENSP00000480314	NA	NA	9606.ENSP00000480314	NA
18927	9606.ENSP00000480316	NA	NA	GCP5	9606.ENSP00000480316
18928	9606.ENSP00000480318	NA	NA	OR4N4	OR4N4
18929	9606.ENSP00000480322	NA	NA	CD99	CD99
18930	9606.ENSP00000480330	NA	NA	9606.ENSP00000480330	NA
18931	9606.ENSP00000480332	NA	NA	TRAPPC3	9606.ENSP00000480332
18932	9606.ENSP00000480336	NA	NA	9606.ENSP00000480336	NA
18933	9606.ENSP00000480348	NA	NA	TR6	TR6
18934	9606.ENSP00000480355	NA	NA	9606.ENSP00000480355	NA
18935	9606.ENSP00000480359	NA	NA	LIM	LIM
18936	9606.ENSP00000480364	NA	NA	RCC1L	9606.ENSP00000480364
18937	9606.ENSP00000480376	NA	NA	9606.ENSP00000480376	NA
18938	9606.ENSP00000480378	NA	NA	9606.ENSP00000480378	NA
18939	9606.ENSP00000480401	NA	NA	9606.ENSP00000480401	NA
18940	9606.ENSP00000480405	NA	NA	GPR1	GPR1
18941	9606.ENSP00000480421	NA	NA	ARS2	SRRT
18942	9606.ENSP00000480428	NA	NA	9606.ENSP00000480428	NA
18943	9606.ENSP00000480439	NA	NA	DHRS3	SDR1
18944	9606.ENSP00000480443	NA	NA	HSD3	9606.ENSP00000480443
18945	9606.ENSP00000480445	NA	NA	MSANTD3	L8
18946	9606.ENSP00000480467	NA	NA	IFNA1	IFNA1
18947	9606.ENSP00000480474	NA	NA	9606.ENSP00000480474	NA
18948	9606.ENSP00000480476	NA	NA	OPLA	9606.ENSP00000480476
18949	9606.ENSP00000480483	NA	NA	NRN1	NRN1
18950	9606.ENSP00000480484	NA	NA	THL	TRHY
18951	9606.ENSP00000480489	NA	NA	PDZD7	9606.ENSP00000480489
18952	9606.ENSP00000480492	NA	NA	9606.ENSP00000480492	NA
18953	9606.ENSP00000480499	NA	NA	ITCH	9606.ENSP00000480499
18954	9606.ENSP00000480507	NA	NA	9606.ENSP00000480507	NA
18955	9606.ENSP00000480514	NA	NA	TMCO1	9606.ENSP00000480514
18956	9606.ENSP00000480524	NA	NA	9606.ENSP00000480524	NA
18957	9606.ENSP00000480527	NA	NA	9606.ENSP00000480527	NA
18958	9606.ENSP00000480538	NA	NA	PCD	PCD
18959	9606.ENSP00000480556	NA	NA	9606.ENSP00000480556	NA
18960	9606.ENSP00000480558	NA	NA	6349	9606.ENSP00000480558
18961	9606.ENSP00000480571	NA	NA	1551	9606.ENSP00000480571
18962	9606.ENSP00000480573	NA	NA	151	151
18963	9606.ENSP00000480583	NA	NA	9606.ENSP00000480583	NA
18964	9606.ENSP00000480601	NA	NA	9606.ENSP00000480601	NA
18965	9606.ENSP00000480609	NA	NA	KLRK1	NKG2D
18966	9606.ENSP00000480615	NA	NA	9606.ENSP00000480615	NA
18967	9606.ENSP00000480616	NA	NA	TAM2	TAM2
18968	9606.ENSP00000480626	NA	NA	9606.ENSP00000480626	NA
18969	9606.ENSP00000480627	NA	NA	9606.ENSP00000480627	NA
18970	9606.ENSP00000480637	NA	NA	9606.ENSP00000480637	NA
18971	9606.ENSP00000480660	NA	NA	GRIP2	9606.ENSP00000480660
18972	9606.ENSP00000480703	NA	NA	G21	PCFT
18973	9606.ENSP00000480707	NA	NA	COPZ2	9606.ENSP00000480707
18974	9606.ENSP00000480715	NA	NA	IQCE	9606.ENSP00000480715
18975	9606.ENSP00000480722	NA	NA	9606.ENSP00000480722	NA
18976	9606.ENSP00000480740	NA	NA	9606.ENSP00000480740	NA
18977	9606.ENSP00000480744	NA	NA	9606.ENSP00000480744	NA
18978	9606.ENSP00000480750	NA	NA	ZAN	ZAN
18979	9606.ENSP00000480763	NA	NA	EPHA5	EK7
18980	9606.ENSP00000480768	NA	NA	TMEM210	9606.ENSP00000480768
18981	9606.ENSP00000480791	NA	NA	FGF1	FGF1
18982	9606.ENSP00000480798	NA	NA	9606.ENSP00000480798	NA
18983	9606.ENSP00000480818	NA	NA	9606.ENSP00000480818	NA
18984	9606.ENSP00000480821	NA	NA	LSR	LSR
18985	9606.ENSP00000480824	NA	NA	9606.ENSP00000480824	NA
18986	9606.ENSP00000480826	NA	NA	HIST1H3J	9606.ENSP00000480826
18987	9606.ENSP00000480828	NA	NA	SS	SS
18988	9606.ENSP00000480832	NA	NA	NOP16	9606.ENSP00000480832
18989	9606.ENSP00000480836	NA	NA	MIL1	9606.ENSP00000480836
18990	9606.ENSP00000480851	NA	NA	SRRM3	9606.ENSP00000480851
18991	9606.ENSP00000480853	NA	NA	DC7	VPS29
18992	9606.ENSP00000480884	NA	NA	9606.ENSP00000480884	NA
18993	9606.ENSP00000480890	NA	NA	9606.ENSP00000480890	NA
18994	9606.ENSP00000480893	NA	NA	SPG4	SPG4
18995	9606.ENSP00000480914	NA	NA	9606.ENSP00000480914	NA
18996	9606.ENSP00000480916	NA	NA	9606.ENSP00000480916	NA
18997	9606.ENSP00000480946	NA	NA	9606.ENSP00000480946	NA
18998	9606.ENSP00000480958	NA	NA	9606.ENSP00000480958	NA
18999	9606.ENSP00000480960	NA	NA	HIST1H4J	9606.ENSP00000480960
19000	9606.ENSP00000480966	NA	NA	P2RY6	9606.ENSP00000480966
19001	9606.ENSP00000480971	NA	NA	9606.ENSP00000480971	NA
19002	9606.ENSP00000480986	NA	NA	LDC4	9606.ENSP00000480986
19003	9606.ENSP00000480987	NA	NA	MCM3	9606.ENSP00000480987
19004	9606.ENSP00000480991	NA	NA	CHST9	9606.ENSP00000480991
19005	9606.ENSP00000480998	NA	NA	9606.ENSP00000480998	NA
19006	9606.ENSP00000481006	NA	NA	SPG2	SPG2
19007	9606.ENSP00000481012	NA	NA	9606.ENSP00000481012	NA
19008	9606.ENSP00000481021	NA	NA	DSS1	SEM1
19009	9606.ENSP00000481022	NA	NA	SCAMP	9606.ENSP00000481022
19010	9606.ENSP00000481029	NA	NA	TBP1	TBP1
19011	9606.ENSP00000481038	NA	NA	SRA1	SRA1
19012	9606.ENSP00000481045	NA	NA	TESK1	9606.ENSP00000481045
19013	9606.ENSP00000481046	NA	NA	9606.ENSP00000481046	NA
19014	9606.ENSP00000481054	NA	NA	RAB44	9606.ENSP00000481054
19015	9606.ENSP00000481056	NA	NA	FCGBP	9606.ENSP00000481056
19016	9606.ENSP00000481078	NA	NA	9606.ENSP00000481078	NA
19017	9606.ENSP00000481091	NA	NA	ADA2	ADA2A
19018	9606.ENSP00000481096	NA	NA	9606.ENSP00000481096	NA
19019	9606.ENSP00000481103	NA	NA	E2F8	9606.ENSP00000481103
19020	9606.ENSP00000481109	NA	NA	PRAG1	9606.ENSP00000481109
19021	9606.ENSP00000481110	NA	NA	9606.ENSP00000481110	NA
19022	9606.ENSP00000481114	NA	NA	FOLR3	9606.ENSP00000481114
19023	9606.ENSP00000481126	NA	NA	END1	VPS11
19024	9606.ENSP00000481127	NA	NA	PRODH2	POX
19025	9606.ENSP00000481142	NA	NA	9606.ENSP00000481142	NA
19026	9606.ENSP00000481149	NA	NA	9606.ENSP00000481149	NA
19027	9606.ENSP00000481152	NA	NA	9606.ENSP00000481152	NA
19028	9606.ENSP00000481184	NA	NA	9606.ENSP00000481184	NA
19029	9606.ENSP00000481185	NA	NA	9606.ENSP00000481185	NA
19030	9606.ENSP00000481203	NA	NA	9606.ENSP00000481203	NA
19031	9606.ENSP00000481244	NA	NA	PLM	9606.ENSP00000481244
19032	9606.ENSP00000481249	NA	NA	SOCS2	9606.ENSP00000481249
19033	9606.ENSP00000481258	NA	NA	TBC1D3	9606.ENSP00000481258
19034	9606.ENSP00000481301	NA	NA	NAT1	NAT1
19035	9606.ENSP00000481314	NA	NA	SNX12	9606.ENSP00000481314
19036	9606.ENSP00000481321	NA	NA	9606.ENSP00000481321	NA
19037	9606.ENSP00000481351	NA	NA	SAP25	9606.ENSP00000481351
19038	9606.ENSP00000481357	NA	NA	CCL23	MIP3
19039	9606.ENSP00000481358	NA	NA	9606.ENSP00000481358	NA
19040	9606.ENSP00000481421	NA	NA	9606.ENSP00000481421	NA
19041	9606.ENSP00000481450	NA	NA	PA	PA
19042	9606.ENSP00000481457	NA	NA	9606.ENSP00000481457	NA
19043	9606.ENSP00000481486	NA	NA	HIST1H4J	9606.ENSP00000481486
19044	9606.ENSP00000481495	NA	NA	DDX24	9606.ENSP00000481495
19045	9606.ENSP00000481508	NA	NA	9606.ENSP00000481508	NA
19046	9606.ENSP00000481542	NA	NA	9606.ENSP00000481542	NA
19047	9606.ENSP00000481554	NA	NA	GRIA3	9606.ENSP00000481554
19048	9606.ENSP00000481559	NA	NA	MRM1	9606.ENSP00000481559
19049	9606.ENSP00000481570	NA	NA	A20	A20
19050	9606.ENSP00000481575	NA	NA	9606.ENSP00000481575	NA
19051	9606.ENSP00000481581	NA	NA	FOXD1	9606.ENSP00000481581
19052	9606.ENSP00000481592	NA	NA	9606.ENSP00000481592	NA
19053	9606.ENSP00000481593	NA	NA	9606.ENSP00000481593	NA
19054	9606.ENSP00000481594	NA	NA	9606.ENSP00000481594	NA
19055	9606.ENSP00000481613	NA	NA	POM121L1	9606.ENSP00000481613
19056	9606.ENSP00000481622	NA	NA	H2BFS	HIST1H2BK
19057	9606.ENSP00000481626	NA	NA	9606.ENSP00000481626	NA
19058	9606.ENSP00000481644	NA	NA	9606.ENSP00000481644	NA
19059	9606.ENSP00000481646	NA	NA	S10	S10
19060	9606.ENSP00000481675	NA	NA	9606.ENSP00000481675	NA
19061	9606.ENSP00000481684	NA	NA	FADS6	9606.ENSP00000481684
19062	9606.ENSP00000481694	NA	NA	SLC35E2	9606.ENSP00000481694
19063	9606.ENSP00000481697	NA	NA	RSRC1	9606.ENSP00000481697
19064	9606.ENSP00000481699	NA	NA	9606.ENSP00000481699	NA
19065	9606.ENSP00000481721	NA	NA	TBC1D2	9606.ENSP00000481721
19066	9606.ENSP00000481728	NA	NA	ABCG4	9606.ENSP00000481728
19067	9606.ENSP00000481732	NA	NA	FMO1	9606.ENSP00000481732
19068	9606.ENSP00000481750	NA	NA	AP5S1	9606.ENSP00000481750
19069	9606.ENSP00000481762	NA	NA	CSDE1	9606.ENSP00000481762
19070	9606.ENSP00000481815	NA	NA	9606.ENSP00000481815	NA
19071	9606.ENSP00000481819	NA	NA	9606.ENSP00000481819	NA
19072	9606.ENSP00000481824	NA	NA	RD6	RD6
19073	9606.ENSP00000481842	NA	NA	SAP18	9606.ENSP00000481842
19074	9606.ENSP00000481848	NA	NA	SK3	SK3
19075	9606.ENSP00000481850	NA	NA	JADE3	9606.ENSP00000481850
19076	9606.ENSP00000481854	NA	NA	9606.ENSP00000481854	NA
19077	9606.ENSP00000481862	NA	NA	9606.ENSP00000481862	NA
19078	9606.ENSP00000481878	NA	NA	GNB1	GNB1
19079	9606.ENSP00000481912	NA	NA	9606.ENSP00000481912	NA
19080	9606.ENSP00000481917	NA	NA	PSK	9606.ENSP00000481917
19081	9606.ENSP00000481920	NA	NA	MED6	MED6
19082	9606.ENSP00000481928	NA	NA	C8orf76	9606.ENSP00000481928
19083	9606.ENSP00000481934	NA	NA	GAP	GAP
19084	9606.ENSP00000481937	NA	NA	9606.ENSP00000481937	NA
19085	9606.ENSP00000481956	NA	NA	9606.ENSP00000481956	NA
19086	9606.ENSP00000481994	NA	NA	HEP	HEP
19087	9606.ENSP00000482027	NA	NA	TEC	TEC
19088	9606.ENSP00000482032	NA	NA	IP6K1	9606.ENSP00000482032
